Spit,Mass,,,
45,4.37,,,
45,4.39,,,
45,4.45,,,
45,4.48,,,
45,4.55,,,
45,4.57,,,
45,4.61,,,
45,4.76,,,
45,4.99,,,
45,5.01,,,
45,5.05,,,
45,5.13,,,
45,5.17,,,
45,5.34,,,
45,5.77,,,
45,5.79,,,
45,5.83,,,
45,6,,,
45,6.11,,,
45,6.14,,,
45,6.75,,,
45,7.25,,,
45,7.43,,,
45,7.62,,,
45,7.73,,,
45,7.89,,,
45,8.22,,,
45,8.27,,,
45,8.28,,,
45,8.42,,,
45,8.46,,,
45,8.82,,,
45,9.26,,,
45,10.55,,,
45,10.79,,,
45,10.82,,,
45,11.09,,,
45,11.13,,,
45,11.2,,,
45,11.48,,,
45,11.86,,,
45,12.21,,,
45,12.26,,,
45,12.33,,,
45,13.1,,,
45,13.54,,,
45,14.66,,,
45,15.37,,,
45,15.42,,,
45,15.48,,,
45,15.55,,,
45,15.83,,,
45,16.9,,,
45,17.26,,,
45,17.65,,,
45,17.93,,,
45,18.92,,,
45,19.89,,,
45,20.08,,,
45,20.32,,,
45,20.65,,,
45,21.28,,,
45,21.6,,,
45,23.81,,,
45,24.32,,,
45,25.31,,,
45,25.6,,,
45,25.91,,,
45,26.78,,,
45,27.75,,,
45,30.72,,,
45,33.84,,,
45,34.44,,,
45,35.51,,,
45,35.61,,,
45,36.01,,,
45,36.29,,,
45,41.39,,,
45,42.88,,,
45,64.35,,,
45,65.58,,,
45,75,,,
45,80.68,,,
45,87.28,,,
45,116.39,,,
46,1.02,,,
46,1.1,,,
46,1.32,,,
46,1.34,,,
46,1.39,,,
46,1.45,,,
46,1.47,,,
46,1.58,,,
46,1.65,,,
46,1.65,,,
46,1.73,,,
46,1.79,,,
46,1.79,,,
46,1.9,,,
46,2.06,,,
46,2.18,,,
46,2.22,,,
46,2.76,,,
46,2.85,,,
46,2.86,,,
46,2.87,,,
46,2.95,,,
46,3.06,,,
46,3.15,,,
46,3.21,,,
46,3.33,,,
46,3.49,,,
46,3.52,,,
46,3.67,,,
46,4.16,,,
46,4.67,,,
46,4.78,,,
46,5.14,,,
46,5.39,,,
46,5.557,,,
46,5.66,,,
46,5.79,,,
46,6.22,,,
46,6.58,,,
46,7.2,,,
46,7.72,,,
46,8.03,,,
46,8.07,,,
46,8.25,,,
46,8.39,,,
46,8.66,,,
46,9.87,,,
46,9.99,,,
46,10.27,,,
46,10.31,,,
46,10.98,,,
46,11.7,,,
46,12.94,,,
46,15.55,,,
46,17.24,,,
46,17.58,,,
46,17.94,,,
46,20.202,,,
46,20.48,,,
46,22.13,,,
46,36.55,,,
46,45.6,,,
46,50.23,,,
46,61.81,,,
46,70.78,,,
46,81.03,,,
46,91.24,,,
46,116.82,,,
46,212.75,,,
47,1.39,,,
47,1.4,,,
47,1.68,,,
47,1.79,,,
47,1.82,,,
47,1.86,,,
47,2.04,,,
47,2.15,,,
47,2.16,,,
47,2.34,,,
47,2.92,,,
47,3.07,,,
47,3.07,,,
47,3.16,,,
47,3.35,,,
47,3.85,,,
47,4.16,,,
47,4.3,,,
47,5.14,,,
47,5.24,,,
47,5.25,,,
47,5.58,,,
47,5.76,,,
47,5.85,,,
47,6.06,,,
47,6.28,,,
47,6.88,,,
47,6.95,,,
47,7.13,,,
47,7.54,,,
47,7.97,,,
47,8,,,
47,9.31,,,
47,9.94,,,
47,10.1,,,
47,10.49,,,
47,10.84,,,
47,11.75,,,
47,12.59,,,
47,13.13,,,
47,14.07,,,
47,14.4,,,
47,14.66,,,
47,16.3,,,
47,16.3,,,
47,17.46,,,
47,18.45,,,
47,21.27,,,
47,22.5,,,
47,24.39,,,
47,26.06,,,
47,29.8,,,
47,33.01,,,
47,39.44,,,
47,60.39,,,
47,77.36,,,
47,90.85,,,
47,133.69,,,
47,162.23,,,
48,1.53,,,
48,1.64,,,
48,1.67,,,
48,1.9,,,
48,2.4,,,
48,2.53,,,
48,2.89,,,
48,2.91,,,
48,3.31,,,
48,3.57,,,
48,4.16,,,
48,4.69,,,
48,4.92,,,
48,4.93,,,
48,4.98,,,
48,5.08,,,
48,6.5,,,
48,6.95,,,
48,7.02,,,
48,7.61,,,
48,8.26,,,
48,8.34,,,
48,8.45,,,
48,8.55,,,
48,10.16,,,
48,10.94,,,
48,11.02,,,
48,11.8,,,
48,13.61,,,
48,14.54,,,
48,14.69,,,
48,16.66,,,
48,18.87,,,
48,28.8,,,
48,41.85,,,
48,46.89,,,
48,57.55,,,
48,81.58,,,
48,104.8,,,
48,110.26,,,
48,117.53,,,
48,182.65,,,
49,1.07,,,
49,1.16,,,
49,1.45,,,
49,1.56,,,
49,1.6,,,
49,1.94,,,
49,1.98,,,
49,1.99,,,
49,2.08,,,
49,2.34,,,
49,2.43,,,
49,2.45,,,
49,2.93,,,
49,3.27,,,
49,3.51,,,
49,3.52,,,
49,3.72,,,
49,3.81,,,
49,4.12,,,
49,4.45,,,
49,5.83,,,
49,5.87,,,
49,6.01,,,
49,7.32,,,
49,8.18,,,
49,8.24,,,
49,9.65,,,
49,10.41,,,
49,10.7,,,
49,12.02,,,
49,13.11,,,
49,13.13,,,
49,14.73,,,
49,17.08,,,
49,18.69,,,
49,22.29,,,
49,23.04,,,
49,30.02,,,
49,30.05,,,
49,33.73,,,
49,33.8,,,
49,34.07,,,
49,44.08,,,
49,89.89,,,
49,91.05,,,
50,1.51,,,
50,1.54,,,
50,1.68,,,
50,1.92,,,
50,2.09,,,
50,2.23,,,
50,2.51,,,
50,2.78,,,
50,2.9,,,
50,2.91,,,
50,2.98,,,
50,3.13,,,
50,3.47,,,
50,3.59,,,
50,3.86,,,
50,4.73,,,
50,4.74,,,
50,4.88,,,
50,5.13,,,
50,5.98,,,
50,6.42,,,
50,7.29,,,
50,8.28,,,
50,8.88,,,
50,9.64,,,
50,10.86,,,
50,11.4,,,
50,11.92,,,
50,14.81,,,
50,16.08,,,
50,17.79,,,
50,18.77,,,
50,22.76,,,
50,26.84,,,
50,29.01,,,
50,33.61,,,
50,50.6,,,
50,66.27,,,
50,90.88,,,
50,108.46,,,
51,1.02,,,
51,1.16,,,
51,1.24,,,
51,1.28,,,
51,1.39,,,
51,2.52,,,
51,2.72,,,
51,2.92,,,
51,2.92,,,
51,2.95,,,
51,3.36,,,
51,3.59,,,
51,3.76,,,
51,4,,,
51,4.54,,,
51,4.89,,,
51,5,,,
51,5.47,,,
51,5.54,,,
51,6.36,,,
51,6.4,,,
51,6.63,,,
51,6.75,,,
51,7.95,,,
51,8.3,,,
51,8.47,,,
51,8.58,,,
51,10.08,,,
51,11.23,,,
51,12.03,,,
51,13.15,,,
51,15.39,,,
51,21.51,,,
51,22.37,,,
51,28.81,,,
51,40.32,,,
51,41.72,,,
51,52.17,,,
51,55.65,,,
52,1.07,,,
52,1.32,,,
52,1.7,,,
52,1.8,,,
52,2.07,,,
52,2.09,,,
52,2.16,,,
52,2.2,,,
52,2.4,,,
52,2.46,,,
52,2.59,,,
52,2.59,,,
52,2.71,,,
52,2.95,,,
52,2.96,,,
52,3.01,,,
52,3.09,,,
52,3.14,,,
52,3.18,,,
52,3.26,,,
52,3.59,,,
52,3.68,,,
52,3.91,,,
52,3.95,,,
52,4.31,,,
52,4.41,,,
52,5.05,,,
52,5.19,,,
52,5.45,,,
52,5.48,,,
52,5.97,,,
52,6.12,,,
52,6.39,,,
52,6.48,,,
52,6.51,,,
52,6.73,,,
52,6.85,,,
52,6.92,,,
52,7.05,,,
52,7.18,,,
52,7.31,,,
52,7.46,,,
52,7.51,,,
52,7.99,,,
52,8.1,,,
52,8.34,,,
52,8.4,,,
52,8.81,,,
52,8.91,,,
52,9.39,,,
52,9.59,,,
52,11.41,,,
52,11.82,,,
52,11.96,,,
52,12.39,,,
52,12.72,,,
52,13.28,,,
52,13.81,,,
52,21.32,,,
52,22.23,,,
52,22.55,,,
52,24.5,,,
52,27.41,,,
52,28.23,,,
52,32.26,,,
52,37.77,,,
52,39.96,,,
52,60.98,,,
52,190.88,,,
53,1.45,,,
53,2.07,,,
53,2.12,,,
53,2.19,,,
53,2.31,,,
53,2.79,,,
53,3.01,,,
53,3.12,,,
53,3.15,,,
53,3.18,,,
53,3.42,,,
53,3.9,,,
53,3.99,,,
53,4.83,,,
53,5,,,
53,7.3,,,
53,7.34,,,
53,7.4,,,
53,7.43,,,
53,7.44,,,
53,8.55,,,
53,9.4,,,
53,9.64,,,
53,10.4,,,
53,11.41,,,
53,11.43,,,
53,12.93,,,
53,20.98,,,
53,29.06,,,
53,34.73,,,
53,140.26,,,
54,1.12,,,
54,1.33,,,
54,1.51,,,
54,1.63,,,
54,1.74,,,
54,1.92,,,
54,2.01,,,
54,2.04,,,
54,2.21,,,
54,2.24,,,
54,2.33,,,
54,2.84,,,
54,2.87,,,
54,3.5,,,
54,3.52,,,
54,3.56,,,
54,3.66,,,
54,3.76,,,
54,3.78,,,
54,4,,,
54,4.58,,,
54,5.02,,,
54,5.12,,,
54,5.55,,,
54,6.02,,,
54,6.23,,,
54,7.08,,,
54,7.55,,,
54,8.32,,,
54,9.32,,,
54,10.58,,,
54,10.66,,,
54,10.77,,,
54,21.98,,,
54,22.5,,,
54,41.22,,,
54,50.39,,,
54,91.06,,,
55,1.05,,,
55,1.41,,,
55,1.71,,,
55,1.8,,,
55,1.83,,,
55,1.86,,,
55,1.91,,,
55,2.19,,,
55,2.34,,,
55,2.36,,,
55,2.43,,,
55,2.53,,,
55,2.89,,,
55,3.28,,,
55,3.31,,,
55,3.35,,,
55,3.36,,,
55,3.79,,,
55,3.85,,,
55,3.94,,,
55,4.04,,,
55,4.04,,,
55,4.11,,,
55,4.15,,,
55,4.31,,,
55,5.04,,,
55,5.19,,,
55,5.8,,,
55,6.18,,,
55,6.37,,,
55,6.45,,,
55,6.59,,,
55,6.87,,,
55,7.7,,,
55,7.83,,,
55,7.9,,,
55,8.26,,,
55,9.34,,,
55,9.82,,,
55,9.96,,,
55,10.87,,,
55,10.93,,,
55,11.29,,,
55,13.29,,,
55,15.36,,,
55,18.2,,,
55,19.09,,,
55,19.52,,,
55,20.6,,,
55,31.01,,,
55,66.01,,,
55,73.26,,,
56,1.83,,,
56,1.86,,,
56,1.96,,,
56,2.61,,,
56,2.65,,,
56,2.7,,,
56,2.8,,,
56,3.06,,,
56,3.13,,,
56,3.41,,,
56,4.01,,,
56,4.09,,,
56,4.19,,,
56,4.25,,,
56,4.5,,,
56,5.23,,,
56,5.37,,,
56,8.38,,,
56,9.75,,,
56,9.83,,,
56,10.71,,,
56,11.17,,,
56,18.28,,,
56,20.9,,,
56,22.17,,,
56,24.17,,,
56,24.84,,,
56,25.54,,,
56,76.97,,,
56,137.53,,,
57,1.09,,,
57,1.12,,,
57,1.22,,,
57,1.38,,,
57,1.48,,,
57,1.49,,,
57,1.78,,,
57,1.79,,,
57,2.07,,,
57,2.25,,,
57,2.26,,,
57,2.4,,,
57,2.44,,,
57,2.65,,,
57,2.69,,,
57,2.73,,,
57,2.9,,,
57,2.95,,,
57,3.13,,,
57,3.21,,,
57,3.22,,,
57,3.92,,,
57,4.1,,,
57,4.11,,,
57,4.49,,,
57,4.65,,,
57,4.71,,,
57,4.74,,,
57,4.78,,,
57,4.79,,,
57,5.01,,,
57,5.12,,,
57,5.17,,,
57,5.2,,,
57,5.3,,,
57,5.41,,,
57,5.52,,,
57,5.7,,,
57,5.89,,,
57,5.93,,,
57,5.98,,,
57,6.03,,,
57,6.2,,,
57,6.22,,,
57,6.86,,,
57,6.9,,,
57,7.53,,,
57,7.77,,,
57,7.86,,,
57,7.92,,,
57,8.52,,,
57,8.71,,,
57,8.98,,,
57,9.16,,,
57,9.61,,,
57,9.8,,,
57,9.86,,,
57,10.23,,,
57,10.64,,,
57,10.66,,,
57,12.45,,,
57,12.5,,,
57,12.79,,,
57,12.93,,,
57,13,,,
57,13.5,,,
57,14.54,,,
57,14.71,,,
57,14.76,,,
57,14.9,,,
57,16.5,,,
57,16.9,,,
57,17.46,,,
57,17.66,,,
57,20.18,,,
57,20.35,,,
57,20.44,,,
57,22.69,,,
57,23.2,,,
57,24.13,,,
57,24.26,,,
57,31,,,
57,35.96,,,
57,37.39,,,
57,39.63,,,
57,39.83,,,
57,50.33,,,
57,84.66,,,
57,85.55,,,
57,97.58,,,
57,166.51,,,
58,1.01,,,
58,1.35,,,
58,1.48,,,
58,1.66,,,
58,1.7,,,
58,1.71,,,
58,1.85,,,
58,2.76,,,
58,2.82,,,
58,3.3,,,
58,3.55,,,
58,3.65,,,
58,3.85,,,
58,4.5,,,
58,5.15,,,
58,5.49,,,
58,5.78,,,
58,5.96,,,
58,6.98,,,
58,7.08,,,
58,7.55,,,
58,7.86,,,
58,8.23,,,
58,8.25,,,
58,8.63,,,
58,9.35,,,
58,9.49,,,
58,9.54,,,
58,10.01,,,
58,12.13,,,
58,13.14,,,
58,13.7,,,
58,14.21,,,
58,14.39,,,
58,14.68,,,
58,15.39,,,
58,18.17,,,
58,20.19,,,
58,24.69,,,
58,40.47,,,
58,40.7,,,
58,41.68,,,
58,95.54,,,
58,255.32,,,
59,1.14,,,
59,1.7,,,
59,1.93,,,
59,1.94,,,
59,1.98,,,
59,2.13,,,
59,2.26,,,
59,2.59,,,
59,2.6,,,
59,2.82,,,
59,2.85,,,
59,3.21,,,
59,3.35,,,
59,3.43,,,
59,3.51,,,
59,3.64,,,
59,3.73,,,
59,3.77,,,
59,4.08,,,
59,4.09,,,
59,4.84,,,
59,5.25,,,
59,5.47,,,
59,5.6,,,
59,6.1,,,
59,6.18,,,
59,6.38,,,
59,6.49,,,
59,6.56,,,
59,6.56,,,
59,6.63,,,
59,6.85,,,
59,6.95,,,
59,8.07,,,
59,8.12,,,
59,9.47,,,
59,9.5,,,
59,9.51,,,
59,9.62,,,
59,9.78,,,
59,13.73,,,
59,14.75,,,
59,15,,,
59,15.84,,,
59,16.31,,,
59,19,,,
59,19.38,,,
59,21.25,,,
59,21.46,,,
59,22.66,,,
59,29.8,,,
59,34.36,,,
59,34.45,,,
59,46.55,,,
59,48.17,,,
59,61.91,,,
59,69.34,,,
59,87.2,,,
59,277.41,,,
60,1.07,,,
60,1.07,,,
60,1.26,,,
60,1.33,,,
60,1.84,,,
60,2,,,
60,2.01,,,
60,2.01,,,
60,2.21,,,
60,2.35,,,
60,3.13,,,
60,3.39,,,
60,3.58,,,
60,3.97,,,
60,4.42,,,
60,4.88,,,
60,5.09,,,
60,5.56,,,
60,5.6,,,
60,6.21,,,
60,6.84,,,
60,8.66,,,
60,9.91,,,
60,10.67,,,
60,12.53,,,
60,13.18,,,
60,13.31,,,
60,13.71,,,
60,14.71,,,
60,15.21,,,
60,15.66,,,
60,15.72,,,
60,18.04,,,
60,21.65,,,
60,24.32,,,
60,25.45,,,
60,25.53,,,
60,27.47,,,
60,31.39,,,
60,52.51,,,
60,63.33,,,
60,174.33,,,
61,1.17,,,
61,1.22,,,
61,1.28,,,
61,1.31,,,
61,1.5,,,
61,1.55,,,
61,1.6,,,
61,1.63,,,
61,1.87,,,
61,2.04,,,
61,2.34,,,
61,2.51,,,
61,2.61,,,
61,2.77,,,
61,2.82,,,
61,3.22,,,
61,3.24,,,
61,3.26,,,
61,3.44,,,
61,3.54,,,
61,3.6,,,
61,3.68,,,
61,3.88,,,
61,4.31,,,
61,4.62,,,
61,5.01,,,
61,5.49,,,
61,5.78,,,
61,5.85,,,
61,5.86,,,
61,6,,,
61,6.55,,,
61,6.69,,,
61,7.73,,,
61,7.75,,,
61,7.82,,,
61,7.86,,,
61,7.92,,,
61,8.5,,,
61,8.82,,,
61,10.32,,,
61,11.28,,,
61,12.02,,,
61,12.11,,,
61,12.84,,,
61,13.07,,,
61,15.32,,,
61,18.19,,,
61,22.05,,,
61,22.96,,,
61,26.24,,,
61,28.14,,,
61,47.81,,,
61,51.78,,,
61,75.86,,,
62,1.06,,,
62,1.08,,,
62,1.11,,,
62,1.23,,,
62,1.38,,,
62,1.4,,,
62,1.44,,,
62,1.53,,,
62,1.57,,,
62,1.58,,,
62,1.62,,,
62,1.7,,,
62,1.71,,,
62,1.72,,,
62,1.77,,,
62,1.8,,,
62,1.81,,,
62,1.81,,,
62,1.96,,,
62,2.75,,,
62,2.81,,,
62,2.9,,,
62,3.09,,,
62,3.11,,,
62,3.21,,,
62,3.22,,,
62,3.64,,,
62,3.66,,,
62,3.84,,,
62,3.96,,,
62,4.23,,,
62,4.33,,,
62,4.5,,,
62,4.55,,,
62,4.58,,,
62,4.59,,,
62,4.84,,,
62,5,,,
62,5.14,,,
62,5.3,,,
62,5.64,,,
62,6.28,,,
62,6.31,,,
62,6.8,,,
62,7.15,,,
62,7.4,,,
62,7.59,,,
62,9.16,,,
62,9.37,,,
62,10.11,,,
62,11.68,,,
62,12.25,,,
62,15.1,,,
62,15.37,,,
62,15.44,,,
62,18.28,,,
62,19.01,,,
62,19.12,,,
62,27.84,,,
62,31.23,,,
62,39.29,,,
62,41.18,,,
62,42.69,,,
62,46.26,,,
62,49.93,,,
63,1.05,,,
63,1.18,,,
63,2.19,,,
63,2.3,,,
63,2.37,,,
63,2.4,,,
63,2.55,,,
63,3.44,,,
63,3.58,,,
63,3.6,,,
63,5.91,,,
63,6.3,,,
63,6.34,,,
63,6.77,,,
63,8.69,,,
63,9.45,,,
63,9.98,,,
63,11.82,,,
63,13.73,,,
63,15.44,,,
63,16.27,,,
63,16.3,,,
63,18.76,,,
63,26.21,,,
63,65.64,,,
64,1.89,,,
64,18.41,,,
66,6.87,,,
